sentence,classification
"Silence killed my sister.",False
"What do you think, Elaina.",True
"She has an Indonesian passport on her and the Indonesian government did confirm to CNN that she is indeed an Indonesian citizen and apparently from Vietnam.",False
"I hear from people who describe themselves as Catholics who are now disaffected, who are angry, who want to side with the victims, who say, enough is enough with the bishops.",False
"Appreciate it.",False
"Yes, that long game feels like a really long time at this moment.",False
"And the police are kind of keeping that close to the chest right now.",False
"The reader and the      viewer has to make discriminating decisions.",False
"I was going to ask you that because you have identified as a Republican for your entire adult life.",False
"Ann Coulter and Sean Hannity don't like this.",False
"That means you're getting almost nothing on your safe investment.",False
"lmao",False
"Kyung Lah joins us now.",False
"There are really two main body functions that happen here in response to these altitudes.",False
"Well, he doesn't know what Blagojevich was talking about.",False
"wb 11-09-40sUser7 darlin",False
"JOIN",False
"Prosecutors here say that they are confident that Cesar Laurean will be here in North Carolina sooner rather than later.",False
"Officials in Malaysia say he was killed by the deadliest of all chemical nerve agents, VX, a substance internationally.",False
"hi 10-24-40sUser46",False
"footprints in the sand",False
"CO.",True
"oops",False
"lol",False
"You know but it isn't that easy for every gay kid.",False
"party hair... seriously. lmao",True
"There's more breaking news tonight.",False
"!seen 11-09-teensUser819",False
"We are counting down the people who captured our attention and our world over the past 25 years.",False
"That's correct.",False
"It's a potential murder case.",False
"We hear all of these cuts, about cutting Medicaid and cutting teachers, but we never hear anything about cutting law enforcement and cutting fire protection.",False
"JOIN",False
"They're going to raise your taxes.",False
"It is no more.",False
"INTU has had a rough go of it over the last 52 weeks.",False
"aw 10-19-20sUser115 whys that",True
"This has changed the average working American.",False
"That's first of all, never has there been a band like them.",False
"!rape 11-08-20sUser21",False
"When confronted with something they've done wrong, ask for U.S. intelligence old trick.",False
"Christiane, you've interviewed Bashar Al Assad.",False
"hi 10-19-40sUser11!!! gm",False
"game fly",False
"Here, the Riverside chief, Sergio Diaz talked a little while ago at a news conference and he was asked about the suspect and he said, quote, My opinion of the suspect is unprintable.",False
"I was.",False
"You know, Phil, it's interesting.",False
"24.5 weeks here, we went to Pinocchio`s, one of my favorite places.",False
"A nation's leader says he has found the cure for AIDS.",False
"Thank you.",False
"You usually talk loud enough, Ed.",False
"Why won't the White House coronavirus task force correct bad information.",True
"11-06-adultsUser69.",True
"This is how the people felt it was the best to do.",False
"He's for good intelligence, yet he was willing to gut the intelligence services, and that is no way to lead a nation in a time of war.",False
"And they had a good lead singer, and that made it better.",False
"alright",False
"Then he`s caught on video playing beer pong.",False
"10-24-40sUser37, one hour ago I said Hello to you",False
"Well, thank you very much.",False
"lol.......why are you getting xcitable.",True
"Now they wonder how long they're going to be here.",False
"ah ok",False
"JOIN",False
"CNN Sports Andy Scholes joins us now.",False
"It`s that kind of fan support that Sara Evans will need to draw from in this difficult time in her very public life.",False
"I guess Donald Trump is the leader of those people and was, in fact, enraged by it.",False
"jk",False
"Now he has a third attorney.",False
"I applaud people like Bob who are over there trying to get to the truth of the matter.",False
"And when they got to Greece, so this is the process for everyone who does arrived on these shores.",False
"you sure bout that",True
"That he's going to vote for Hillary Clinton.",False
"Anyone want to chat.",True
".",False
"It's interesting because it's a phenomenon you saw in the midterm elections, right.",False
"For the Democratic governor of New York, it's over.",False
"We have that list ready to go and are confident that those projects could go forward within the next 90 days or at least getting many of them started.",False
"As they waited for the film to begin, nearly 1200 campesinos, farm workers, chanted the rally cry of the UFW, the United Farm Workers Union.",False
"The only real answer, I imagine, is a new dam and that's probably going to cost a couple of billion dollars; whether that is ever on the books remains to be seen.",False
"And further away, there have been three cases in Central Hunan province and one in the capital Beijing.",False
"Then our political panel on Rand Paul taking the fight to Hillary Clinton.",False
"But they are all very important and we have to find the facts in each and every one.",False
"And do you think that the tourists from around the world and from America standing outside Buckingham Palace are going to say to one another: Oh, I heard that the queen no longer has to give her royal ascent for the government to be an active government, we better go home.",True
